date,price,ret_1d,ret_5d,log_ret_1d,mom_10,mom_20,mom_60,ma_20,ma_50,ma_100,ma_ratio_20_100,vol_10,vol_20,vol_60,vol_of_vol_20,zscore_20,zscore_60,drawdown,regime,entries,exits,size_pct
2016-02-19,96.46209573282088,-0.007452763837325738,-0.02858693886700714,-0.007480674442300935,-0.02425969229186109,-0.054489888046850066,,98.94587503826726,,,,0.13556131484382722,0.1150628484814444,,,-1.5648829948460123,,-0.055492983401966955,low_vol_meanrev,True,False,1.0
2016-02-22,95.43160915219865,-0.010682813521660006,-0.01692755675592139,-0.010740284441237879,-0.03332346576176781,-0.06558297573018312,,98.61097698181266,,,,0.14148850176120994,0.11740055923360429,,,-2.0037391206591346,,-0.06558297573018312,low_vol_meanrev,True,False,1.0
2016-02-23,94.71584850859928,-0.0075002470351079875,-0.01842669471851599,-0.007528515322694577,-0.038143761633307904,-0.06164641487147959,,98.29985265807143,,,,0.14287670762663848,0.11438594268026522,,,-2.0940752649223864,,-0.07259133424601727,low_vol_meanrev,True,False,1.0
2016-02-24,94.42353496929682,-0.0030862157062966356,-0.02015161313882252,-0.003090987891180199,-0.0458201704579454,-0.060133906978405705,,97.99778536834927,,,,0.13450613949211707,0.1142413210673823,,,-1.9449108284968064,,-0.07545351743642281,low_vol_meanrev,True,False,1.0
2016-02-25,95.71658675335212,0.013694168349826619,-0.015123682362211288,0.013601250553353421,-0.03634645685807636,-0.043210602872128634,,97.78164734304869,,,,0.15896124403574774,0.12863877283699937,,,-1.1228042460129908,,-0.06279262225695714,low_vol_meanrev,True,False,1.0
2016-02-26,95.89396899752003,0.0018532027748232593,-0.005889637074384502,0.0018514877131387611,-0.034308209246397436,-0.03972337652511504,,97.58330698237263,,,,0.16056976477089824,0.12943081130217168,,0.01485641979165304,-0.9297706169581077,,-0.06105578694393898,low_vol_meanrev,False,False,1.0
2016-02-29,96.48740116868927,0.006188420162112518,0.011063336622636255,0.006169350523579237,-0.006051495391874662,-0.03837153531931303,,97.39080177595477,,,,0.1265015142064031,0.13050457278141583,,0.01530173849523355,-0.5281118715540918,,-0.055245205644764095,low_vol_meanrev,False,False,1.0
2016-03-01,95.45462291525536,-0.010703762780679638,0.007799902743720999,-0.010761460138086498,-0.010770518401487794,-0.046697289892945304,,97.15701075917505,,,,0.1341366610740199,0.13418075603270094,,0.015196757833595741,-1.0416554039797863,,-0.06535763684945228,mid_vol_neutral,False,False,0.6
2016-03-02,95.02188000690496,-0.004533493456200466,0.006336820982212776,-0.004543800901948746,-0.01394248932157327,-0.03718696070491778,,96.9735081073772,,,,0.13528285409236676,0.12684470135976353,,0.0153306419962386,-1.1765636657455898,,-0.06959483188668303,low_vol_meanrev,True,False,1.0
2016-03-03,94.78737495973574,-0.002467905782880586,-0.009707949532413052,-0.002470956081957802,-0.024684811949507668,-0.04354617328525878,,96.75773044305286,,,,0.12352603003616534,0.1248338553402753,,0.015110087481220098,-1.1957301317082256,,-0.07189098418149176,low_vol_meanrev,True,False,1.0
2016-03-04,95.01642203320316,0.002416430179279727,-0.009151221640847584,0.002413515306653824,-0.01498696134098032,-0.03888307456231921,,96.56553059073627,,,,0.12230642675516618,0.12589241452142305,,0.01457498267522883,-0.9601010788851647,,-0.06964827354600633,low_vol_meanrev,False,False,1.0
2016-03-07,96.89315739600929,0.01975169473494076,0.004205276776090505,0.019559161126325105,0.0153151377912919,-0.018518681440300777,,96.47412113231711,,,,0.15039856667805887,0.14763171525072263,,0.015288763623469261,0.2730251729397943,,-0.05127225024896187,mid_vol_neutral,False,False,0.6
2016-03-08,95.529229366095,-0.014076618685670672,0.0007815907554931112,-0.014176633976573465,0.00858758983109209,-0.02988373478173756,,96.3269856673923,,,,0.16445889078109804,0.15484342722970665,,0.016197680360318985,-0.5415878222262727,,-0.06462712901872159,mid_vol_neutral,False,False,0.6
2016-03-09,95.2133549048878,-0.0033065739491803248,0.002015061141380503,-0.0033120527455182923,0.008364651205314377,-0.037838788996679806,,96.13976350520622,,,,0.16461222580657267,0.1530755613511061,,0.01647543910739673,-0.6841076673621513,,-0.06772000858667826,mid_vol_neutral,False,False,0.6
2016-03-10,95.99467418365136,0.008205984124223464,0.012736920127057516,0.008172498102283408,0.0029053212168526077,-0.03354673377349082,,95.97315908205158,,,,0.1546557674540977,0.15604860740605053,,0.016421329267649477,0.01908306994573011,,-0.06006973377780944,mid_vol_neutral,False,False,0.6
2016-03-11,94.5238282031432,-0.015322162328445632,-0.005184302034524357,-0.015440759662319527,-0.014288080978400952,-0.04810609175286196,,95.73431040821431,98.39009322979146,,,0.17288672544661948,0.16325114611707156,,0.016186250523051844,-1.4082656801970004,-1.6287291313293288,-0.07447149789428498,mid_vol_neutral,False,False,0.6
2016-03-14,94.55747521896798,0.00035596332125353847,-0.0241057494647966,0.00035589998134117744,-0.020001844037100702,-0.025932298361955874,,95.60844171060694,98.27159509396611,,,0.1681473035755515,0.14526182489788894,,0.01623210623458239,-1.2557247290611342,-1.5380997711913698,-0.07414204369476063,mid_vol_neutral,False,False,0.6
2016-03-15,95.4507193048078,0.00944657293113349,-0.0008218433437405803,0.0094022330820863,-4.089493340742045e-05,-0.010810972875262448,,95.55628205714171,98.18860865177378,,,0.1692574218678281,0.14890536160433532,,0.016257527920324408,-0.13017090231584236,-1.122392312677326,-0.06539585898665301,mid_vol_neutral,False,False,0.6
2016-03-16,94.60141846356107,-0.008897794038980611,-0.006427002198777787,-0.008937615801575568,-0.004424891859783675,-0.018305687173852725,,95.46808026407993,98.08778823472366,,,0.17391818773047035,0.1518575247981153,,0.01604288209604628,-1.0643821511958471,-1.4047608731913732,-0.0737117741413682,mid_vol_neutral,False,False,0.6
2016-03-17,94.20802406059298,-0.004158440849590717,-0.018611971322911813,-0.0041671112098755686,-0.006112110388001191,-0.030646046041966413,,95.31916131496463,97.96650589961945,,,0.1746892198045331,0.1480708847646532,,0.015789859882570742,-1.474578911640734,-1.491007680154793,-0.0775636889382737,mid_vol_neutral,False,False,0.6
2016-03-18,94.846689709745,0.006779312649007885,0.003415662619037585,0.006756436440790722,-0.0017863472421519866,-0.01674653666607262,,95.23839101381084,97.8470403878722,,,0.17810905888524775,0.14911419837286585,,0.015178639610727422,-0.5517826436111789,-1.1885798756765444,-0.07131020478678873,mid_vol_neutral,False,False,0.6
2016-03-21,94.86661404064095,0.00021006880637508552,0.00326932186965756,0.0002100467450129282,-0.02091523704904885,-0.00592041899510054,,95.21014125823297,97.73783800276024,,,0.1399909409805202,0.14448223373711283,,0.01441214529467492,-0.4817887552762049,-1.1335527554838176,-0.07111511603001552,mid_vol_neutral,False,False,0.6
2016-03-22,94.61712229113932,-0.0026299215169073298,-0.008733271155417,-0.002633385835757365,-0.009547937118389416,-0.0010423410550030043,,95.20520494735997,97.62602749437083,,,0.12331666617717171,0.14226135913782315,,0.013139688481571841,-0.8202474850964375,-1.1822555203599512,-0.07355801037309817,mid_vol_neutral,False,False,0.6
2016-03-23,94.79246402565974,0.00185317128945095,0.0020194788323628643,0.0018514562860068053,-0.0044205025613108795,0.0039071726819259744,,95.22365140017811,97.5192351456888,,,0.12325457015941563,0.14192666128634787,,0.011536272370576433,-0.6156818973080007,-1.0694160533405663,-0.0718411546765797,mid_vol_neutral,False,False,0.6
2016-03-24,95.7149130179348,0.009731248172063278,0.01599533556051047,0.009684204525948946,-0.002914340489153844,-1.748636755749544e-05,,95.22356771340725,97.42257571743986,,,0.12643866702806753,0.13757175395039078,,0.011143607155239127,0.7016419538335922,-0.6765440567121429,-0.06280901060964195,mid_vol_neutral,False,False,0.6
2016-03-25,96.46521585593858,0.007838933498933276,0.017064656142947054,0.007808368686180379,0.02053860587007872,0.005957067627822665,,95.25213005632817,97.33187798362778,,,0.09986558217944085,0.1402360945136909,,0.010715045522634017,1.6401750994255244,-0.3503223151284427,-0.05546243276801144,mid_vol_neutral,False,False,0.6
2016-03-28,96.73941744026456,0.002842491792435009,0.019741438213672247,0.002838459551906482,0.023075301199020348,0.002611908586227507,-0.03724995860059055,95.26473086990694,97.23880290347897,,,0.09946179727528617,0.13887986618229806,0.11982685327912738,0.010344267704113706,1.9314292087948755,-0.20768307020551624,-0.05277759248550795,mid_vol_neutral,False,False,0.6
2016-03-29,97.52999061322258,0.00817219282353232,0.030785847757240914,0.008138981273862403,0.02178371544561042,0.02174192966861055,-0.02078363394036109,95.3684992548053,97.1777888845777,,,0.0970755863032128,0.13540326446632087,0.11992272672370442,0.010288152802603085,2.3586535186352133,0.14947577917155855,-0.04503670832452911,mid_vol_neutral,False,False,0.6
2016-03-30,97.40549737943556,-0.0012764610455129333,0.027565834274214884,-0.0012772764158461253,0.02964098172539109,0.025084931726854665,-0.02244969063367963,95.48768012343183,97.10363124405244,,,0.07849820374126024,0.13408981550672394,0.11992814256025135,0.009773681851110522,1.883367388436642,0.1319811612620021,-0.046255681766247614,mid_vol_neutral,False,False,0.6
2016-03-31,98.90954131825094,0.015441058043741629,0.0333764948385582,0.015323058053183725,0.049905698633844864,0.04348855910680327,-0.013589013722728582,95.69378844135758,97.05494635294039,,,0.08975166239840532,0.14228121544782343,0.12349862050288833,0.00867245573781102,2.5561651134716508,0.8353976046813656,-0.031528860389511526,mid_vol_neutral,False,False,0.6
2016-04-01,98.6748994994913,-0.0023722869971124494,0.022906532929472423,-0.0023751053280529543,0.040362081180288056,0.03850363324573203,-0.021276200515386146,95.876712314672,96.9880199304708,,,0.0959209825498971,0.14318322765598002,0.12300739765193024,0.007435316072354019,1.9830707843375817,0.7975004342574771,-0.03382635188108807,mid_vol_neutral,False,False,0.6
2016-04-04,98.89949610648976,0.0022761270407942735,0.02232883682144382,0.0022735405876284868,0.0425110783876097,0.020706712056873355,-0.014225891174349248,95.97702925019601,96.9234184469748,,,0.0941918459842676,0.12683723184008694,0.12274851980517276,0.008553071721469501,1.883713606281778,0.9874325932961154,-0.031627217914501626,low_vol_meanrev,False,True,1.0
2016-04-05,100.18005837092394,0.012948117178022134,0.027171824184940352,0.012865006953945633,0.058794179584825246,0.04868487933683263,-0.0002753216976505435,96.20957070043747,96.90825291472478,,,0.09507928540319534,0.1201753178899397,0.12565156295246846,0.009843080017009606,2.195937103245844,1.6584127941316718,-0.019088613660051323,low_vol_meanrev,False,True,1.0
2016-04-06,99.20907364404448,-0.00969239529971444,0.018516165033101162,-0.009739672295951681,0.0465924128440125,0.0419659484023871,-0.00921790301630765,96.40935663739529,96.88313677233089,,,0.12213025299291907,0.12618927855479142,0.12721418722062836,0.01024338155772662,1.4657347634258977,1.2024901641690788,-0.028595994570449035,low_vol_meanrev,False,True,1.0
2016-04-07,99.08073334458685,-0.001293634692307588,0.0017307938552164615,-0.0012944721599955768,0.03516505652594981,0.032148233088758804,-0.01459156594001687,96.56365959544208,96.86396449403533,,,0.12167659459535707,0.12457535493738021,0.12692173015794217,0.010356366755781334,1.2601121231202876,1.1624977630845579,-0.029852636492119222,low_vol_meanrev,False,True,1.0
2016-04-08,99.16734511037404,0.0008741534591389932,0.004990586394114205,0.0008737716095178395,0.02801143635516068,0.049125358076392844,-0.018146094805431723,96.79583544080361,96.850095872022,,,0.11971122079533193,0.10746440209815046,0.12656401443063733,0.011298758080366358,1.175359746708743,1.227954947734982,-0.029004578818434212,low_vol_meanrev,False,True,1.0
2016-04-11,99.85610423079837,0.006945422605170393,0.009672527787993657,0.006921414258891865,0.03221734090406647,0.05603606694827956,-0.01515947469598089,97.06076689139513,96.84046785069702,,,0.12151794138494634,0.10832588299951203,0.12714667444082767,0.012863027514823691,1.3597193134006818,1.6125748187081619,-0.022260605270642886,low_vol_meanrev,False,True,1.0
2016-04-12,99.76597566789988,-0.0009025844097639846,-0.004133384525400241,-0.000902991984337785,0.022926128061927287,0.045209259757508446,-0.008100122178166247,97.27652970954975,96.83317849903804,,,0.11965030916737351,0.10604793530107809,0.12611679323458522,0.014043956181955634,1.1832896042306154,1.5787599136137356,-0.023143097605137664,low_vol_meanrev,False,True,1.0
2016-04-13,99.9973570074615,0.0023192409838384,0.007945678096394015,0.0023165556955534934,0.026608966616427754,0.05703866423502779,-0.011037336550282717,97.54632663674475,96.85928697833002,,,0.11799539059112707,0.09756619284646881,0.1257192500836339,0.015472744724038446,1.173496552590566,1.657591618887473,-0.020877531041758046,low_vol_meanrev,False,True,1.0
2016-04-14,100.12044134157428,0.0012308758730852354,0.010493543617319467,0.0012301189664195322,0.012242499633348336,0.06275916876442,-0.01207123378835162,97.84194750079382,96.87963724023706,,,0.09400120373880762,0.09429225368495074,0.12565096737566533,0.01690771962851051,1.1346197484083838,1.6852908725226297,-0.01967235281792168,low_vol_meanrev,False,True,1.0
2016-04-15,102.13032071295176,0.020074615577457378,0.02987854115969224,0.019875777147583092,0.03501823899479395,0.07679372918018035,0.0010693862445094737,98.20612905095416,96.9450352729054,,,0.13038888685668573,0.11148229320618493,0.13162607219884123,0.016529345710719946,1.8731710047564802,2.537384974299286,0.0,low_vol_meanrev,False,True,1.0
2016-04-18,100.79763519037544,-0.013048872394339828,0.009428877351362663,-0.01313475687830597,0.019192606217546926,0.06251958299253335,-0.013041620436144208,98.50268010844088,96.98656104542506,,,0.1547613167792971,0.12602065492200445,0.13431277053104804,0.01595812290463621,1.1385844928673243,1.8142065296420045,-0.013048872394339828,low_vol_meanrev,False,True,1.0
2016-04-19,102.05614770774238,0.01248553614368042,0.022955441717585234,0.012408234606329246,0.018727173524615948,0.07862240191276348,0.011074214018907291,98.87463137927104,97.05824522628808,,,0.1538552554369499,0.12835873221779057,0.13461432614718577,0.015473103487580703,1.6348656701272801,2.2607988502953305,-0.0007262584185733223,low_vol_meanrev,False,True,1.0
2016-04-20,100.37416341226836,-0.0164809698705336,0.0037681636403523733,-0.01661829194574517,0.011743782352047205,0.058883366351756505,-0.000902975754136115,99.15371634860146,97.08657253156127,,,0.17099547276127783,0.14720401160384816,0.1385617172094794,0.015826084256312236,0.7110082247219975,1.4648392972705695,-0.017195258845992156,mid_vol_neutral,False,False,0.6
2016-04-21,99.87744368072538,-0.0049486811611350046,-0.002427053432773829,-0.0049609664311003185,0.008041021793487424,0.04348884130533137,-0.0016183989907322394,99.361842881741,97.0975861522409,,,0.17346666083725473,0.1473987895431777,0.138662975584725,0.016385827299510502,0.33953728584841547,1.231731708808525,-0.022058846153615197,mid_vol_neutral,False,False,0.6
2016-04-22,97.51833940578048,-0.023619990540468372,-0.04515780695660154,-0.023903414393188185,-0.016628515190743598,0.0109171325694708,-0.023457025812723464,99.4144990592331,97.06193690675873,,,0.21256365343910485,0.17165918424327017,0.1468494075111527,0.019164235848903498,-1.3274764632561327,0.20417656987280397,-0.04515780695660154,mid_vol_neutral,False,False,0.6
2016-04-25,96.1281590312793,-0.014255578827245485,-0.04632525505461471,-0.014358165715176207,-0.03733317285143267,-0.006318607504151141,-0.04195187286454549,99.38393613878382,97.04300310396201,,,0.21533959556330023,0.1792560739115185,0.1491716447449663,0.02235656243070538,-2.1796849893759447,-0.40855356772477797,-0.05876963510711164,high_vol_defensive,True,False,0.3
2016-04-26,99.52025724348688,0.035287248256817394,-0.02484799319995412,0.034678922759393736,-0.0024629481420694876,0.02040671405534278,-0.00609391097804135,99.48344947029705,97.1035300013495,,,0.2916756446200705,0.2178504573978477,0.16633419375356676,0.029936840139659228,0.02576574784842439,1.0670646424527337,-0.025556205554281397,high_vol_defensive,False,True,0.3
2016-04-27,99.73568520062209,0.0021646643919752684,-0.006360981650465614,0.0021623248815719146,-0.0026167872298854533,0.023922549382500158,0.010575860919721958,99.59995886135638,97.170934618866,,,0.2916408403002342,0.21769506151804427,0.16368526646109527,0.03542856999878091,0.10109228771801931,1.11880300280159,-0.0234468617704634,high_vol_defensive,False,True,0.3
2016-04-28,99.65129780203644,-0.0008461103808120596,-0.0022642337484312103,-0.0008464685342394582,-0.00468579176491335,0.007499342064471115,0.005533333530283846,99.63704668554564,97.22023251404875,,,0.2915596005344716,0.21121508981435244,0.16349251105101462,0.03911134529117385,0.0106931649536873,1.0482825258749018,-0.024273133518133982,high_vol_defensive,False,True,0.3
2016-04-29,99.41591991682014,-0.002362015251260341,0.019458704102247815,-0.002364809209732699,-0.02657781525782854,0.007509715450307208,0.00561904190228435,99.67409770641208,97.27930899772875,,,0.2684574262813398,0.21121326787799025,0.1634868482961241,0.04218192466618196,-0.1963696059251892,0.9142768582240687,-0.02657781525782854,high_vol_defensive,False,True,0.3
2016-05-02,99.28011066995458,-0.0013660714197403223,0.032789056509962666,-0.001367005345939059,-0.015055159950476349,0.0038484985105990965,0.005660013006379749,99.69312843458532,97.35627902808386,,,0.26200820005485875,0.21119306605735533,0.16348521974358185,0.0445235316950259,-0.31632500487410636,0.8227762125115018,-0.027907579483746003,high_vol_defensive,False,True,0.3
2016-05-03,98.98364609874734,-0.002986142634276434,-0.005391979076447395,-0.002990610053977499,-0.030105992416975647,-0.011942619036483304,0.005196479739259852,99.6333078209765,97.44163497988683,,,0.2503096031193566,0.20602256063633903,0.16352003175561863,0.04579357146597136,-0.4960789032682771,0.6653276883585146,-0.03081038610510667,high_vol_defensive,False,True,0.3
2016-05-04,99.14615550581652,0.0016417803695274458,-0.005910920385413743,0.0016404341214309411,-0.012234302779770334,-0.0006341974167978215,0.0019034109563009771,99.6301619140651,97.53608739061721,,,0.23914523357171905,0.20324010303299886,0.16324661015246686,0.04669131253473918,-0.3692615750482365,0.7036371403732381,-0.02921918962266412,high_vol_defensive,False,True,0.3
2016-05-05,99.20572541932148,0.0006008292828001416,-0.004471315402234999,0.0006006488571529973,-0.006725425047432676,0.0012615174566779075,-0.0012185761842796738,99.63641151780183,97.6058701639366,,,0.238284503277305,0.20318577168276974,0.16307408245152272,0.047177144075674256,-0.32920038463013945,0.7002204884137819,-0.028635916084608803,high_vol_defensive,False,True,0.3
2016-05-06,99.22469693450162,0.00019123407545240667,-0.0019234643956271835,0.00019121579254743873,0.017497811582094958,0.0005783337656539711,-0.0007664061528160904,99.63927910900821,97.67248472267623,,,0.20084138601308948,0.20316752055798792,0.1630732496371805,0.046379115373810724,-0.31713835269331625,0.6800756282767293,-0.02845015817209373,high_vol_defensive,False,True,0.3
2016-05-09,99.6668708773715,0.00445628917528218,0.00389564641706186,0.004446389318861175,0.036812437497536266,-0.0018950604460744591,0.026701269467720667,99.62981744133687,97.73607411684986,,,0.17980336026134552,0.20224621797540385,0.15643251696328467,0.045062065534312114,0.02836535077394268,0.8420444698920422,-0.02412065112870887,high_vol_defensive,False,True,0.3
2016-05-10,100.02915074105005,0.003634907572490187,0.010562397764775078,0.0036283172612466084,0.005113466460582972,0.0026379241157949984,0.03663690568614775,99.64297619499438,97.82756467336576,,,0.03934865611100831,0.2026240585526982,0.15597438695818913,0.04299627064295152,0.2950017384507047,0.9608205606357835,-0.020573419893659906,high_vol_defensive,False,True,0.3
2016-05-11,100.25844629890308,0.0022922873597779336,0.011218698167487773,0.0022896640772214747,0.0052414649503780275,0.0026109619219445435,0.040398211178301224,99.65603065956645,97.93229599920575,,,0.03950356815475211,0.20262035736726575,0.15595485440195145,0.03934640790239627,0.45843468150917904,1.020174175053344,-0.018328292724251627,high_vol_defensive,False,True,0.3
2016-05-12,100.92223073341664,0.006620733304948612,0.01730248236016485,0.006598912510356867,0.0127538021020559,0.00800824867628136,0.038439818467907116,99.69612012915857,98.05499311467935,,,0.04890719541153634,0.20388082613483002,0.15559683429033577,0.034075121723488026,0.914366212841818,1.2617031272861878,-0.011828906157365204,high_vol_defensive,False,True,0.3
2016-05-13,100.65478201274595,-0.002650047652802523,0.014412592050428108,-0.002653565244982527,0.012461405547143256,-0.014447606645170197,0.04346459869105379,99.62234319414827,98.1677603142702,,,0.04952400018865333,0.19042205119507277,0.15483462367969725,0.02930301013550838,0.8349769213608621,1.1011796945989925,-0.014447606645170197,high_vol_defensive,False,True,0.3
2016-05-16,100.48603938431964,-0.0016764491964718076,0.008219065169167816,-0.0016778560099467163,0.01214673015800738,-0.0030913007578728946,0.05296390029492182,99.60676340384549,98.23961795403642,,,0.05000412959746902,0.18480433467975302,0.15308295866141985,0.02529305667002577,0.7190754154473143,0.9877734525461804,-0.01609983516309077,high_vol_defensive,False,True,0.3
